"Subject"	"Item"	"Order"	"Correct"	"Condition"	"Apt"	"Test"	"Score"
5	18	18	"gram"	"fill"	"match.CaseB"	4	0
8	18	18	"gram"	"fill"	"match.both"	4	0
3	18	18	"gram"	"fill"	"match.both"	4	0
4	18	18	"gram"	"fill"	"match.CaseB"	4	1
1	18	18	"gram"	"fill"	"match.both"	4	0
2	18	18	"gram"	"fill"	"match.CaseB"	4	1
3	45	19	"ungram"	"CaseA"	"match.both"	4	1
1	45	19	"ungram"	"CaseA"	"match.both"	4	0
8	45	19	"ungram"	"CaseA"	"match.both"	4	0
5	45	19	"ungram"	"CaseA"	"match.CaseB"	4	1
4	45	19	"ungram"	"CaseA"	"match.CaseB"	4	0
2	45	19	"ungram"	"CaseA"	"match.CaseB"	4	1
4	19	20	"gram"	"fill"	"match.CaseB"	4	0
2	19	20	"gram"	"fill"	"match.CaseB"	4	1
1	19	20	"gram"	"fill"	"match.both"	4	1
5	19	20	"gram"	"fill"	"match.CaseB"	4	0
8	19	20	"gram"	"fill"	"match.both"	4	1
3	19	20	"gram"	"fill"	"match.both"	4	1
3	44	21	"ungram"	"CaseA"	"match.both"	4	0
2	44	21	"ungram"	"CaseA"	"match.CaseB"	4	1
1	44	21	"ungram"	"CaseA"	"match.both"	4	1
5	44	21	"ungram"	"CaseA"	"match.CaseB"	4	0
8	44	21	"ungram"	"CaseA"	"match.both"	4	0
4	44	21	"ungram"	"CaseA"	"match.CaseB"	4	1
8	26	22	"ungram"	"CaseB"	"match.both"	4	0
4	26	22	"ungram"	"CaseB"	"match.CaseB"	4	0
1	26	22	"ungram"	"CaseB"	"match.both"	4	0
2	26	22	"ungram"	"CaseB"	"match.CaseB"	4	0
5	26	22	"ungram"	"CaseB"	"match.CaseB"	4	0
3	26	22	"ungram"	"CaseB"	"match.both"	4	1
8	2	23	"ungram"	"fill"	"match.both"	4	0
5	2	23	"ungram"	"fill"	"match.CaseB"	4	0
4	2	23	"ungram"	"fill"	"match.CaseB"	4	0
3	2	23	"ungram"	"fill"	"match.both"	4	0
2	2	23	"ungram"	"fill"	"match.CaseB"	4	0
1	2	23	"ungram"	"fill"	"match.both"	4	0
5	54	24	"gram"	"CaseA"	"match.CaseB"	4	0
1	54	24	"gram"	"CaseA"	"match.both"	4	0
3	54	24	"gram"	"CaseA"	"match.both"	4	1
4	54	24	"gram"	"CaseA"	"match.CaseB"	4	1
8	54	24	"gram"	"CaseA"	"match.both"	4	0
2	54	24	"gram"	"CaseA"	"match.CaseB"	4	0
8	27	25	"ungram"	"CaseB"	"match.both"	4	1
5	27	25	"ungram"	"CaseB"	"match.CaseB"	4	1
4	27	25	"ungram"	"CaseB"	"match.CaseB"	4	0
3	27	25	"ungram"	"CaseB"	"match.both"	4	1
2	27	25	"ungram"	"CaseB"	"match.CaseB"	4	0
1	27	25	"ungram"	"CaseB"	"match.both"	4	1
8	6	26	"ungram"	"fill"	"match.both"	4	1
4	6	26	"ungram"	"fill"	"match.CaseB"	4	1
5	6	26	"ungram"	"fill"	"match.CaseB"	4	0
2	6	26	"ungram"	"fill"	"match.CaseB"	4	1
1	6	26	"ungram"	"fill"	"match.both"	4	1
3	6	26	"ungram"	"fill"	"match.both"	4	1
5	33	27	"gram"	"CaseB"	"match.CaseB"	4	1
4	33	27	"gram"	"CaseB"	"match.CaseB"	4	0
8	33	27	"gram"	"CaseB"	"match.both"	4	1
3	33	27	"gram"	"CaseB"	"match.both"	4	0
2	33	27	"gram"	"CaseB"	"match.CaseB"	4	1
1	33	27	"gram"	"CaseB"	"match.both"	4	1
8	4	28	"ungram"	"fill"	"match.both"	4	0
5	4	28	"ungram"	"fill"	"match.CaseB"	4	1
4	4	28	"ungram"	"fill"	"match.CaseB"	4	1
3	4	28	"ungram"	"fill"	"match.both"	4	0
2	4	28	"ungram"	"fill"	"match.CaseB"	4	1
1	4	28	"ungram"	"fill"	"match.both"	4	0
5	60	29	"gram"	"CaseA"	"match.CaseB"	4	0
8	60	29	"gram"	"CaseA"	"match.both"	4	1
1	60	29	"gram"	"CaseA"	"match.both"	4	0
3	60	29	"gram"	"CaseA"	"match.both"	4	0
4	60	29	"gram"	"CaseA"	"match.CaseB"	4	1
2	60	29	"gram"	"CaseA"	"match.CaseB"	4	1
4	29	30	"ungram"	"CaseB"	"match.CaseB"	4	1
8	29	30	"ungram"	"CaseB"	"match.both"	4	1
5	29	30	"ungram"	"CaseB"	"match.CaseB"	4	0
3	29	30	"ungram"	"CaseB"	"match.both"	4	1
2	29	30	"ungram"	"CaseB"	"match.CaseB"	4	0
1	29	30	"ungram"	"CaseB"	"match.both"	4	0
8	39	31	"gram"	"CaseB"	"match.both"	4	1
5	39	31	"gram"	"CaseB"	"match.CaseB"	4	0
4	39	31	"gram"	"CaseB"	"match.CaseB"	4	0
2	39	31	"gram"	"CaseB"	"match.CaseB"	4	1
1	39	31	"gram"	"CaseB"	"match.both"	4	0
3	39	31	"gram"	"CaseB"	"match.both"	4	1
5	8	32	"ungram"	"fill"	"match.CaseB"	4	0
3	8	32	"ungram"	"fill"	"match.both"	4	1
4	8	32	"ungram"	"fill"	"match.CaseB"	4	1
8	8	32	"ungram"	"fill"	"match.both"	4	1
1	8	32	"ungram"	"fill"	"match.both"	4	0
2	8	32	"ungram"	"fill"	"match.CaseB"	4	0
8	17	33	"gram"	"fill"	"match.both"	4	1
5	17	33	"gram"	"fill"	"match.CaseB"	4	0
4	17	33	"gram"	"fill"	"match.CaseB"	4	1
3	17	33	"gram"	"fill"	"match.both"	4	0
2	17	33	"gram"	"fill"	"match.CaseB"	4	0
1	17	33	"gram"	"fill"	"match.both"	4	0
8	56	34	"gram"	"CaseA"	"match.both"	4	1
5	56	34	"gram"	"CaseA"	"match.CaseB"	4	1
4	56	34	"gram"	"CaseA"	"match.CaseB"	4	1
1	56	34	"gram"	"CaseA"	"match.both"	4	0
3	56	34	"gram"	"CaseA"	"match.both"	4	1
2	56	34	"gram"	"CaseA"	"match.CaseB"	4	1
4	48	35	"ungram"	"CaseA"	"match.CaseB"	4	0
8	48	35	"ungram"	"CaseA"	"match.both"	4	0
5	48	35	"ungram"	"CaseA"	"match.CaseB"	4	0
2	48	35	"ungram"	"CaseA"	"match.CaseB"	4	0
3	48	35	"ungram"	"CaseA"	"match.both"	4	0
1	48	35	"ungram"	"CaseA"	"match.both"	4	0
8	42	36	"ungram"	"CaseA"	"match.both"	4	1
5	42	36	"ungram"	"CaseA"	"match.CaseB"	4	1
4	42	36	"ungram"	"CaseA"	"match.CaseB"	4	1
3	42	36	"ungram"	"CaseA"	"match.both"	4	1
2	42	36	"ungram"	"CaseA"	"match.CaseB"	4	0
1	42	36	"ungram"	"CaseA"	"match.both"	4	1
5	55	37	"gram"	"CaseA"	"match.CaseB"	4	1
1	55	37	"gram"	"CaseA"	"match.both"	4	0
3	55	37	"gram"	"CaseA"	"match.both"	4	0
4	55	37	"gram"	"CaseA"	"match.CaseB"	4	1
8	55	37	"gram"	"CaseA"	"match.both"	4	1
2	55	37	"gram"	"CaseA"	"match.CaseB"	4	1
8	15	38	"gram"	"fill"	"match.both"	4	1
5	15	38	"gram"	"fill"	"match.CaseB"	4	1
4	15	38	"gram"	"fill"	"match.CaseB"	4	0
3	15	38	"gram"	"fill"	"match.both"	4	1
2	15	38	"gram"	"fill"	"match.CaseB"	4	1
1	15	38	"gram"	"fill"	"match.both"	4	1
4	30	39	"ungram"	"CaseB"	"match.CaseB"	4	1
2	30	39	"ungram"	"CaseB"	"match.CaseB"	4	1
5	30	39	"ungram"	"CaseB"	"match.CaseB"	4	1
8	30	39	"ungram"	"CaseB"	"match.both"	4	0
3	30	39	"ungram"	"CaseB"	"match.both"	4	1
1	30	39	"ungram"	"CaseB"	"match.both"	4	0
3	14	40	"gram"	"fill"	"match.both"	4	1
1	14	40	"gram"	"fill"	"match.both"	4	0
2	14	40	"gram"	"fill"	"match.CaseB"	4	1
8	14	40	"gram"	"fill"	"match.both"	4	0
5	14	40	"gram"	"fill"	"match.CaseB"	4	0
4	14	40	"gram"	"fill"	"match.CaseB"	4	0
4	16	41	"gram"	"fill"	"match.CaseB"	4	1
1	16	41	"gram"	"fill"	"match.both"	4	1
2	16	41	"gram"	"fill"	"match.CaseB"	4	1
8	16	41	"gram"	"fill"	"match.both"	4	1
5	16	41	"gram"	"fill"	"match.CaseB"	4	1
3	16	41	"gram"	"fill"	"match.both"	4	1
5	22	42	"ungram"	"CaseB"	"match.CaseB"	4	0
3	22	42	"ungram"	"CaseB"	"match.both"	4	1
2	22	42	"ungram"	"CaseB"	"match.CaseB"	4	0
1	22	42	"ungram"	"CaseB"	"match.both"	4	0
8	22	42	"ungram"	"CaseB"	"match.both"	4	0
4	22	42	"ungram"	"CaseB"	"match.CaseB"	4	0
5	59	43	"gram"	"CaseA"	"match.CaseB"	4	0
8	59	43	"gram"	"CaseA"	"match.both"	4	1
3	59	43	"gram"	"CaseA"	"match.both"	4	1
4	59	43	"gram"	"CaseA"	"match.CaseB"	4	1
1	59	43	"gram"	"CaseA"	"match.both"	4	0
2	59	43	"gram"	"CaseA"	"match.CaseB"	4	1
8	37	44	"gram"	"CaseB"	"match.both"	4	1
2	37	44	"gram"	"CaseB"	"match.CaseB"	4	1
4	37	44	"gram"	"CaseB"	"match.CaseB"	4	1
3	37	44	"gram"	"CaseB"	"match.both"	4	1
5	37	44	"gram"	"CaseB"	"match.CaseB"	4	1
1	37	44	"gram"	"CaseB"	"match.both"	4	1
5	58	45	"gram"	"CaseA"	"match.CaseB"	4	0
8	58	45	"gram"	"CaseA"	"match.both"	4	0
3	58	45	"gram"	"CaseA"	"match.both"	4	0
4	58	45	"gram"	"CaseA"	"match.CaseB"	4	0
1	58	45	"gram"	"CaseA"	"match.both"	4	0
2	58	45	"gram"	"CaseA"	"match.CaseB"	4	1
5	21	46	"ungram"	"CaseB"	"match.CaseB"	4	1
3	21	46	"ungram"	"CaseB"	"match.both"	4	0
8	21	46	"ungram"	"CaseB"	"match.both"	4	1
1	21	46	"ungram"	"CaseB"	"match.both"	4	1
2	21	46	"ungram"	"CaseB"	"match.CaseB"	4	0
4	21	46	"ungram"	"CaseB"	"match.CaseB"	4	1
8	36	47	"gram"	"CaseB"	"match.both"	4	0
3	36	47	"gram"	"CaseB"	"match.both"	4	0
5	36	47	"gram"	"CaseB"	"match.CaseB"	4	1
4	36	47	"gram"	"CaseB"	"match.CaseB"	4	1
1	36	47	"gram"	"CaseB"	"match.both"	4	0
2	36	47	"gram"	"CaseB"	"match.CaseB"	4	1
5	31	48	"gram"	"CaseB"	"match.CaseB"	4	0
8	31	48	"gram"	"CaseB"	"match.both"	4	0
3	31	48	"gram"	"CaseB"	"match.both"	4	0
4	31	48	"gram"	"CaseB"	"match.CaseB"	4	0
1	31	48	"gram"	"CaseB"	"match.both"	4	0
2	31	48	"gram"	"CaseB"	"match.CaseB"	4	1
8	24	49	"ungram"	"CaseB"	"match.both"	4	0
5	24	49	"ungram"	"CaseB"	"match.CaseB"	4	0
2	24	49	"ungram"	"CaseB"	"match.CaseB"	4	0
4	24	49	"ungram"	"CaseB"	"match.CaseB"	4	1
3	24	49	"ungram"	"CaseB"	"match.both"	4	1
1	24	49	"ungram"	"CaseB"	"match.both"	4	0
3	5	50	"ungram"	"fill"	"match.both"	4	0
5	5	50	"ungram"	"fill"	"match.CaseB"	4	0
8	5	50	"ungram"	"fill"	"match.both"	4	0
4	5	50	"ungram"	"fill"	"match.CaseB"	4	1
1	5	50	"ungram"	"fill"	"match.both"	4	0
2	5	50	"ungram"	"fill"	"match.CaseB"	4	0
5	51	51	"gram"	"CaseA"	"match.CaseB"	4	0
8	51	51	"gram"	"CaseA"	"match.both"	4	1
3	51	51	"gram"	"CaseA"	"match.both"	4	1
1	51	51	"gram"	"CaseA"	"match.both"	4	1
2	51	51	"gram"	"CaseA"	"match.CaseB"	4	1
4	51	51	"gram"	"CaseA"	"match.CaseB"	4	1
8	25	52	"ungram"	"CaseB"	"match.both"	4	1
4	25	52	"ungram"	"CaseB"	"match.CaseB"	4	0
3	25	52	"ungram"	"CaseB"	"match.both"	4	1
5	25	52	"ungram"	"CaseB"	"match.CaseB"	4	0
2	25	52	"ungram"	"CaseB"	"match.CaseB"	4	0
1	25	52	"ungram"	"CaseB"	"match.both"	4	1
5	52	53	"gram"	"CaseA"	"match.CaseB"	4	1
8	52	53	"gram"	"CaseA"	"match.both"	4	1
3	52	53	"gram"	"CaseA"	"match.both"	4	1
4	52	53	"gram"	"CaseA"	"match.CaseB"	4	0
1	52	53	"gram"	"CaseA"	"match.both"	4	0
2	52	53	"gram"	"CaseA"	"match.CaseB"	4	0
5	20	54	"gram"	"fill"	"match.CaseB"	4	0
8	20	54	"gram"	"fill"	"match.both"	4	1
3	20	54	"gram"	"fill"	"match.both"	4	0
2	20	54	"gram"	"fill"	"match.CaseB"	4	0
4	20	54	"gram"	"fill"	"match.CaseB"	4	0
1	20	54	"gram"	"fill"	"match.both"	4	1
3	41	55	"ungram"	"CaseA"	"match.both"	4	0
5	41	55	"ungram"	"CaseA"	"match.CaseB"	4	1
8	41	55	"ungram"	"CaseA"	"match.both"	4	1
1	41	55	"ungram"	"CaseA"	"match.both"	4	0
4	41	55	"ungram"	"CaseA"	"match.CaseB"	4	1
2	41	55	"ungram"	"CaseA"	"match.CaseB"	4	1
5	23	56	"ungram"	"CaseB"	"match.CaseB"	4	1
8	23	56	"ungram"	"CaseB"	"match.both"	4	0
3	23	56	"ungram"	"CaseB"	"match.both"	4	1
4	23	56	"ungram"	"CaseB"	"match.CaseB"	4	0
1	23	56	"ungram"	"CaseB"	"match.both"	4	1
2	23	56	"ungram"	"CaseB"	"match.CaseB"	4	0
8	32	57	"gram"	"CaseB"	"match.both"	4	1
2	32	57	"gram"	"CaseB"	"match.CaseB"	4	1
4	32	57	"gram"	"CaseB"	"match.CaseB"	4	1
3	32	57	"gram"	"CaseB"	"match.both"	4	1
5	32	57	"gram"	"CaseB"	"match.CaseB"	4	1
1	32	57	"gram"	"CaseB"	"match.both"	4	0
5	47	58	"ungram"	"CaseA"	"match.CaseB"	4	0
8	47	58	"ungram"	"CaseA"	"match.both"	4	0
3	47	58	"ungram"	"CaseA"	"match.both"	4	1
4	47	58	"ungram"	"CaseA"	"match.CaseB"	4	1
1	47	58	"ungram"	"CaseA"	"match.both"	4	0
2	47	58	"ungram"	"CaseA"	"match.CaseB"	4	1
1	12	59	"gram"	"fill"	"match.both"	4	0
3	12	59	"gram"	"fill"	"match.both"	4	1
8	12	59	"gram"	"fill"	"match.both"	4	1
2	12	59	"gram"	"fill"	"match.CaseB"	4	1
4	12	59	"gram"	"fill"	"match.CaseB"	4	1
5	12	59	"gram"	"fill"	"match.CaseB"	4	1
2	35	60	"gram"	"CaseB"	"match.CaseB"	4	0
1	35	60	"gram"	"CaseB"	"match.both"	4	1
5	35	60	"gram"	"CaseB"	"match.CaseB"	4	0
3	35	60	"gram"	"CaseB"	"match.both"	4	1
4	35	60	"gram"	"CaseB"	"match.CaseB"	4	0
8	35	60	"gram"	"CaseB"	"match.both"	4	0
